variant_id,category_id,rationale,structural_distance_to_category_medoid,nearest_other_category_id,nearest_other_category_structural_distance,profile_distance_to_category_medoid,nearest_other_category_profile_distance
V0018,timely_payment,Resolved via payment after standard notifications.,2.0,judicial_appeal_judge,2.0,0.02991054765880108,0.011088824830949306
V0019,,"Although an administrative appeal to the Prefecture is processed, the case ultimately ends in credit collection rather than resolution.",,administrative_appeal_prefecture,1.0,,0.0008582955342717469
V0020,,The case undergoes an administrative appeal to the Prefecture but ultimately results in credit collection.,,administrative_appeal_prefecture,1.0,,0.003920672461390495
V0021,timely_payment,Resolved via multiple payment transactions.,1.0,merged_closure,1.0,0.018613118678331375,0.002420893171802163
V0022,administrative_appeal_prefecture,Involves an administrative appeal to the Prefecture followed by appeal results and payment.,3.0,judicial_appeal_judge,1.0,0.008687498047947884,0.002297634957358241
V0023,timely_payment,Resolved quickly via payment actions.,4.0,merged_closure,1.0,0.0793922021985054,0.014894504100084305
V0024,timely_payment,Resolved through fine payment.,2.0,merged_closure,1.0,0.03409497067332268,0.0094001991674304
V0025,,The case includes an administrative appeal to the Prefecture but ends with credit collection.,,administrative_appeal_prefecture,1.0,,0.0011834870092570782
V0026,,"The narrative ends with Send for Credit Collection, which does not fit timely payment, merged closure, administrative appeal to the prefecture, or judicial appeal to the judge.",,timely_payment,1.0,,0.004870404954999685
V0027,judicial_appeal_judge,"The narrative includes an appeal to the judge, realizing the judicial appeal to the judge category.",1.0,administrative_appeal_prefecture,1.0,0.36537042260169983,0.33392608165740967
V0028,timely_payment,"The case resolves through payment activities, realizing timely payment.",2.0,merged_closure,1.0,0.05947865545749664,0.0050190407782793045
V0029,judicial_appeal_judge,"The narrative ends with Appeal to Judge, representing judicial appeal to the judge.",3.0,timely_payment,1.0,0.3905044496059418,0.3334622085094452
V0030,administrative_appeal_prefecture,The narrative involves administrative appeal steps to the Prefecture ending with Notify Result Appeal to Offender.,1.0,judicial_appeal_judge,1.0,0.3497004508972168,0.0035430535208433867
V0031,judicial_appeal_judge,"The narrative includes Appeal to Judge followed by Payment, aligning with judicial appeal to the judge.",4.0,timely_payment,1.0,0.013831122778356075,0.005012627691030502
V0032,administrative_appeal_prefecture,The process includes steps for administrative appeal to the Prefecture concluding with the result.,2.0,timely_payment,1.0,0.36519667506217957,0.016697769984602928
V0033,judicial_appeal_judge,The narrative includes both administrative appeal steps and an Appeal to Judge before Payment.,2.0,administrative_appeal_prefecture,1.0,0.0,0.004574260208755732
V0034,administrative_appeal_prefecture,The narrative follows the administrative appeal path to the Prefecture.,2.0,judicial_appeal_judge,1.0,0.3448343575000763,0.0007117166533134878
V0035,judicial_appeal_judge,The narrative includes an Appeal to Judge following prefecture appeal steps.,1.0,administrative_appeal_prefecture,1.0,0.37018725275993347,0.3336153030395508
V0036,timely_payment,The case successfully resolves through multiple payment events.,2.0,merged_closure,1.0,0.030267611145973206,0.011445888318121433
V0037,judicial_appeal_judge,The process includes an Appeal to Judge prior to eventual payment.,4.0,timely_payment,1.0,0.3552418053150177,0.00041855929885059595
V0038,administrative_appeal_prefecture,The narrative follows the administrative appeal path to the Prefecture.,2.0,judicial_appeal_judge,1.0,0.34872522950172424,0.00022634101333096623
V0039,timely_payment,The narrative concludes with Payment after a simple flow.,3.0,administrative_appeal_prefecture,1.0,0.33433473110198975,0.0006572117563337088
V0040,judicial_appeal_judge,The narrative contains an Appeal to Judge before ending in credit collection.,4.0,timely_payment,2.0,0.3652750551700592,0.0005467074806801975
V0041,administrative_appeal_prefecture,The narrative includes administrative appeal steps ending with payment realization.,3.0,judicial_appeal_judge,1.0,0.010202079080045223,0.0019301939755678177
V0042,administrative_appeal_prefecture,The process involves administrative appeal to the Prefecture before final payment.,2.0,judicial_appeal_judge,1.0,0.0,0.0030058680567890406
V0043,merged_closure,"Payment occurs near the beginning alongside fine creation and notification tasks, representing merged closure tasks.",2.0,timely_payment,1.0,0.7082503437995911,0.0012078725267201662
V0044,merged_closure,Payment tasks are merged early in the process flow before penalty application.,3.0,timely_payment,1.0,0.0,0.0007711097714491189
V0045,timely_payment,The process resolves through repeated payment activities.,2.0,administrative_appeal_prefecture,1.0,0.026196489110589027,0.0002470270555932075
V0046,administrative_appeal_prefecture,The narrative covers the complete administrative appeal to the Prefecture.,1.0,judicial_appeal_judge,1.0,0.3551929295063019,0.00903556402772665
V0047,judicial_appeal_judge,The narrative includes administrative appeal steps followed by an Appeal to Judge.,2.0,administrative_appeal_prefecture,1.0,0.36621418595314026,0.33358433842658997
V0048,merged_closure,"Payment occurs immediately following fine creation, representing a merged resolution task.",4.0,timely_payment,1.0,0.04567597433924675,0.0037710245233029127
V0049,administrative_appeal_prefecture,The narrative includes administrative appeal processing before final payment.,3.0,timely_payment,1.0,0.004297221079468727,0.00022560743673238903
V0050,administrative_appeal_prefecture,The narrative involves an administrative appeal to the Prefecture ending in payment.,2.0,timely_payment,1.0,0.010689608752727509,0.002417723648250103
V0051,,The case involves an administrative appeal to the prefecture and concludes with credit collection rather than timely payment or resolved appeal.,,administrative_appeal_prefecture,1.0,,0.0010700697312131524
V0052,administrative_appeal_prefecture,The narrative centers around submitting an administrative appeal to the Prefecture.,4.0,timely_payment,1.0,0.3940505087375641,0.030946234241127968
V0053,administrative_appeal_prefecture,The process includes an administrative appeal path to the Prefecture alongside a payment.,3.0,timely_payment,2.0,0.3642878532409668,0.013964428566396236
V0054,timely_payment,The case resolves through payment realization following administrative steps.,2.0,administrative_appeal_prefecture,1.0,0.340311199426651,0.0010657456004992127
V0055,administrative_appeal_prefecture,The narrative follows the administrative appeal path to the Prefecture.,4.0,timely_payment,2.0,0.42514047026634216,0.00014372426085174084
V0056,judicial_appeal_judge,"The case proceeds through both administrative appeal and eventually to a judicial appeal to the Judge, finishing with payment.",2.0,administrative_appeal_prefecture,1.0,0.000639535894151777,0.005213795695453882
V0057,administrative_appeal_prefecture,"The variant tracks an administrative appeal path to the Prefecture, eventually ending up in credit collection.",2.0,judicial_appeal_judge,2.0,0.4278552532196045,0.001717108185403049
V0058,administrative_appeal_prefecture,The narrative represents the administrative appeal process up to receiving the result from the Prefecture.,3.0,timely_payment,1.0,0.33541181683540344,0.013087053783237934
V0059,administrative_appeal_prefecture,The variant features an administrative appeal to the Prefecture and ends in credit collection.,4.0,judicial_appeal_judge,1.0,0.41063347458839417,0.014363235794007778
V0060,timely_payment,The case achieves resolution via payment realization.,3.0,judicial_appeal_judge,2.0,0.02428903616964817,0.005467312876135111
V0061,timely_payment,"Despite some appeal activity, the case ultimately resolves through payment.",2.0,administrative_appeal_prefecture,1.0,0.003266340820118785,0.0024513588286936283
V0062,administrative_appeal_prefecture,The case follows an administrative appeal path to the Prefecture before final payment.,2.0,timely_payment,1.0,0.004411292728036642,0.000877381069585681
V0063,judicial_appeal_judge,The case is routed directly to a judicial appeal to the Judge.,5.0,timely_payment,1.0,0.4069651663303375,0.3344395160675049
V0064,administrative_appeal_prefecture,The case processes an administrative appeal result from the Prefecture and concludes with payment.,2.0,judicial_appeal_judge,1.0,0.007287816610187292,0.0032162030693143606
V0065,administrative_appeal_prefecture,"The sequence includes an administrative appeal to the Prefecture, culminating in payment.",3.0,judicial_appeal_judge,1.0,0.007316990289837122,0.00019116856856271625
V0066,administrative_appeal_prefecture,The primary focus is the administrative appeal path directed to the Prefecture.,1.0,judicial_appeal_judge,1.0,0.40150728821754456,0.02348942868411541
V0067,merged_closure,The variant involves repeated payments combined with administrative tasks before being sent to credit collection.,0.0,timely_payment,1.0,0.3789252042770386,0.0004095968615729362
V0068,judicial_appeal_judge,The case includes both administrative and judicial appeals before ending in credit collection.,2.0,administrative_appeal_prefecture,2.0,0.3624281883239746,0.00044623573194257915
V0069,judicial_appeal_judge,The case involves an administrative appeal followed by an appeal to the Judge.,2.0,administrative_appeal_prefecture,1.0,0.3767130672931671,0.3339477777481079
V0070,administrative_appeal_prefecture,The narrative concludes with notifying the result of an administrative appeal to the offender.,2.0,judicial_appeal_judge,1.0,0.3598242700099945,0.013666859827935696
V0071,merged_closure,Multiple payments and administrative actions are merged prior to credit collection.,2.0,timely_payment,1.0,0.3779391944408417,0.0005764011293649673
V0072,timely_payment,The variant is characterized by multiple repeated payments resolving the fine.,5.0,judicial_appeal_judge,2.0,0.025451920926570892,0.0004975415649823844
V0073,administrative_appeal_prefecture,The case contains an administrative appeal to the Prefecture and finishes with repeated payments.,4.0,timely_payment,1.0,0.3505546748638153,0.002533257007598877
V0074,judicial_appeal_judge,The narrative features a judicial appeal to the Judge alongside payment and credit collection steps.,4.0,timely_payment,1.0,0.3606886863708496,0.001831536297686398
V0075,administrative_appeal_prefecture,The path incorporates an administrative appeal to the Prefecture before final payment.,1.0,judicial_appeal_judge,1.0,0.006573839578777552,0.0025022265035659075
V0076,administrative_appeal_prefecture,The narrative includes steps for an administrative appeal to the Prefecture and ends with sending for credit collection without payment.,3.0,judicial_appeal_judge,1.0,0.36728695034980774,0.0012078725267201662
V0077,administrative_appeal_prefecture,"The variant features an administrative appeal to the Prefecture, though it terminates without final resolution.",5.0,merged_closure,1.0,0.39784958958625793,0.018020344898104668
V0078,timely_payment,The process resolves successfully through fine payments.,3.0,administrative_appeal_prefecture,1.0,0.0002716882445383817,0.0010866702068597078
V0079,timely_payment,The process successfully concludes with payment realization.,4.0,judicial_appeal_judge,1.0,0.0,0.0008149819914251566
V0080,timely_payment,The process involves payments that resolve the case.,3.0,judicial_appeal_judge,2.0,0.043495167046785355,0.0
V0081,timely_payment,"Despite mixing appeal steps, the case ultimately resolves through payment.",4.0,judicial_appeal_judge,1.0,0.3393208980560303,7.54167849663645e-05
V0082,judicial_appeal_judge,The case involves both administrative and judicial appeals before being sent to credit collection.,2.0,administrative_appeal_prefecture,1.0,0.37064090371131897,0.004819119814783335
V0083,administrative_appeal_prefecture,The process includes an administrative appeal to the Prefecture path.,3.0,judicial_appeal_judge,1.0,0.34678778052330017,0.03146453946828842
V0084,judicial_appeal_judge,The trace features an appeal to the Judge before ending in credit collection.,3.0,timely_payment,1.0,0.37782561779022217,0.004475094843655825
V0085,timely_payment,The case concludes via payment realization.,2.0,administrative_appeal_prefecture,1.0,0.3436487019062042,0.00044637953396886587
V0086,administrative_appeal_prefecture,The narrative features administrative appeal steps combined with a payment.,2.0,timely_payment,1.0,0.35115742683410645,0.027094872668385506
V0087,timely_payment,The case is resolved through multiple payments.,2.0,merged_closure,1.0,0.03979402035474777,0.00370114971883595
V0088,timely_payment,Payments are made before the case goes to credit collection.,2.0,merged_closure,1.0,0.35969388484954834,0.0004095968615729362
V0089,timely_payment,The process incorporates administrative appeal actions and ultimately concludes with payment.,4.0,administrative_appeal_prefecture,1.0,0.3468509912490845,0.000877381069585681
V0090,timely_payment,The administrative appeal path leads to a final payment resolution.,3.0,administrative_appeal_prefecture,1.0,0.3852914273738861,0.020604582503437996
V0091,timely_payment,"The case involves both Prefecture and Judge appeals, but ultimately resolves via payment.",5.0,administrative_appeal_prefecture,1.0,0.3834942877292633,0.008828097023069859
V0092,administrative_appeal_prefecture,The trace contains an administrative appeal to the Prefecture and ends in credit collection.,3.0,timely_payment,1.0,0.3872818052768707,0.003958229906857014
V0093,judicial_appeal_judge,The process starts with an appeal to the Judge.,7.0,timely_payment,2.0,0.41038060188293457,0.018020344898104668
V0094,timely_payment,The case follows an administrative appeal path and concludes with payment.,3.0,administrative_appeal_prefecture,1.0,0.339245468378067,0.0
V0095,timely_payment,The administrative appeal process is followed by payment realization.,4.0,administrative_appeal_prefecture,1.0,0.002131608547642827,0.0013166265562176704
V0096,judicial_appeal_judge,The narrative focuses on an appeal to the Judge.,4.0,administrative_appeal_prefecture,1.0,0.43065258860588074,0.3333333432674408
V0097,judicial_appeal_judge,The trace includes an appeal to the Judge followed by an administrative appeal.,5.0,administrative_appeal_prefecture,1.0,0.42216968536376953,0.0015008746413514018
V0098,judicial_appeal_judge,The process involves a judicial appeal to the Judge alongside prefecture appeal steps.,3.0,administrative_appeal_prefecture,1.0,0.36196649074554443,0.0029017154593020678
V0099,judicial_appeal_judge,The narrative features a judicial appeal to the Judge during the appeal process.,3.0,administrative_appeal_prefecture,1.0,0.37176939845085144,0.0018641023198142648
V0100,timely_payment,The administrative appeal process eventually results in complete payment resolution.,8.0,judicial_appeal_judge,1.0,0.020658904686570168,0.002057422185316682
V0101,timely_payment,"The narrative ends with Payment despite administrative appeal steps, realizing timely payment resolution.",3.0,administrative_appeal_prefecture,1.0,0.053008660674095154,0.0020700593013316393
V0102,judicial_appeal_judge,"The narrative concludes with an Appeal to Judge, realizing judicial appeal.",0.0,administrative_appeal_prefecture,1.0,0.3609558045864105,0.3334102928638458
V0103,administrative_appeal_prefecture,"The narrative culminates in Send Appeal to Prefecture, realizing administrative appeal to the Prefecture.",3.0,judicial_appeal_judge,1.0,0.44582128524780273,0.016248896718025208
V0104,administrative_appeal_prefecture,The process concludes with Notify Result Appeal to Offender following prefecture appeal steps.,1.0,judicial_appeal_judge,1.0,0.34491029381752014,0.006460675969719887
V0105,judicial_appeal_judge,The process ends with an Appeal to Judge.,1.0,administrative_appeal_prefecture,1.0,0.3601912260055542,0.333636075258255
V0106,,"The case ends with Send for Credit Collection, which does not match any primary resolution category.",,administrative_appeal_prefecture,1.0,,0.000797182263340801
V0107,judicial_appeal_judge,The process terminates with an Appeal to Judge after prefecture appeal steps.,2.0,administrative_appeal_prefecture,1.0,0.35478439927101135,0.33360815048217773
V0108,,The case concludes with Send for Credit Collection despite intermediate payment and appeal steps.,,administrative_appeal_prefecture,1.0,,0.0006498422590084374
V0109,timely_payment,The variant ends with Payment after administrative appeal steps.,2.0,administrative_appeal_prefecture,1.0,0.33735501766204834,0.0023630724754184484
V0110,timely_payment,The variant ends with Payment following administrative appeal activities.,4.0,administrative_appeal_prefecture,1.0,0.3343402147293091,0.000651701120659709
V0111,,The case terminates with Send for Credit Collection.,,administrative_appeal_prefecture,2.0,,0.004756319336593151
V0112,timely_payment,The process resolves through Payment after prefecture appeal steps.,4.0,administrative_appeal_prefecture,1.0,0.002128685126081109,0.0013137030182406306
V0113,timely_payment,The process concludes with Payment following administrative appeal actions.,4.0,administrative_appeal_prefecture,1.0,0.3508252203464508,0.00019116856856271625
V0114,timely_payment,The process ends with Payment after prefecture appeal activities.,3.0,administrative_appeal_prefecture,1.0,0.02240740694105625,0.003585684346035123
V0115,administrative_appeal_prefecture,"The case concludes with Notify Result Appeal to Offender, reflecting an administrative appeal path.",1.0,judicial_appeal_judge,2.0,0.3452405631542206,0.0009168292745016515
V0116,timely_payment,The process results in Payment.,1.0,administrative_appeal_prefecture,1.0,0.36271944642066956,0.0032684020698070526
V0117,timely_payment,The case ultimately resolves via Payment despite multiple mixed appeal activities.,5.0,judicial_appeal_judge,1.0,0.029190773144364357,0.0021674446761608124
V0118,administrative_appeal_prefecture,The narrative terminates with Send Appeal to Prefecture.,3.0,judicial_appeal_judge,2.0,0.36669161915779114,0.011560662649571896
V0119,administrative_appeal_prefecture,The narrative concludes with Send Appeal to Prefecture.,2.0,judicial_appeal_judge,1.0,0.39008334279060364,0.03491337224841118
V0120,judicial_appeal_judge,The process ends with an Appeal to Judge.,2.0,administrative_appeal_prefecture,1.0,0.389301061630249,0.33359038829803467
V0121,timely_payment,The process concludes with Payment following mixed appeal steps.,5.0,administrative_appeal_prefecture,1.0,0.3792281448841095,0.010038956068456173
V0122,timely_payment,The variant ends in Payment.,2.0,judicial_appeal_judge,2.0,0.03687405586242676,0.0005994201055727899
V0123,,The case ends with Send for Credit Collection.,,timely_payment,1.0,,0.0022983893286436796
V0124,administrative_appeal_prefecture,The narrative concludes with Send Appeal to Prefecture.,4.0,timely_payment,2.0,0.35422778129577637,0.024024514481425285
V0125,administrative_appeal_prefecture,The narrative concludes with Send Appeal to Prefecture.,5.0,timely_payment,2.0,0.3931191861629486,0.0015008746413514018
V0126,administrative_appeal_prefecture,The variant includes administrative appeal activities directed to the Prefecture before payment.,4.0,timely_payment,1.0,0.3668447434902191,0.0
V0127,administrative_appeal_prefecture,Involves full cycle of administrative appeal to the Prefecture followed by payment.,4.0,timely_payment,1.0,0.3393615484237671,0.002809768309816718
V0128,administrative_appeal_prefecture,Contains administrative appeal to the Prefecture and its result before payment.,3.0,timely_payment,1.0,0.00826395582407713,7.92998071119655e-06
V0129,administrative_appeal_prefecture,Includes administrative appeal steps to the Prefecture ending in credit collection.,4.0,judicial_appeal_judge,2.0,0.3963731527328491,0.0004219587426632643
V0130,administrative_appeal_prefecture,Involves administrative appeal to the Prefecture leading ultimately to payment.,2.0,timely_payment,1.0,0.3425021171569824,0.0008149819914251566
V0131,administrative_appeal_prefecture,Contains activities for administrative appeal to the Prefecture before payment resolution.,4.0,timely_payment,1.0,0.009845972061157227,0.0011391605949029326
V0132,administrative_appeal_prefecture,Includes administrative appeal to the Prefecture during the resolution path.,3.0,timely_payment,1.0,0.3346198499202728,0.0017771244747564197
V0133,administrative_appeal_prefecture,Involves prefecture appeal result notification leading to credit collection.,3.0,judicial_appeal_judge,2.0,0.38940849900245667,0.001831536297686398
V0134,judicial_appeal_judge,Contains an appeal to the Judge after administrative appeal steps.,3.0,administrative_appeal_prefecture,2.0,0.37889838218688965,0.0034023327752947807
V0135,administrative_appeal_prefecture,Follows the administrative appeal path to the Prefecture ending in credit collection.,4.0,judicial_appeal_judge,3.0,0.38287317752838135,0.008366863243281841
V0136,administrative_appeal_prefecture,Includes receiving and notifying appeal results from the Prefecture before payment.,3.0,timely_payment,2.0,0.015610091388225555,0.0004445431986823678
V0137,administrative_appeal_prefecture,Stops at notifying the result of the administrative appeal to the Prefecture.,0.0,judicial_appeal_judge,1.0,0.33935391902923584,0.0018641023198142648
V0138,administrative_appeal_prefecture,Includes administrative appeal to the Prefecture resulting in credit collection.,2.0,judicial_appeal_judge,2.0,0.3934257924556732,0.00044623573194257915
V0139,judicial_appeal_judge,Includes both prefecture appeal and a subsequent appeal to the Judge.,3.0,administrative_appeal_prefecture,1.0,0.00980584230273962,0.00044637953396886587
V0140,judicial_appeal_judge,Contains an appeal to the Judge along with administrative appeal activities.,4.0,timely_payment,1.0,0.008502277545630932,0.0017499447567388415
V0141,administrative_appeal_prefecture,Includes administrative appeal to the Prefecture prior to multiple payments.,12.0,timely_payment,2.0,0.357994943857193,0.0004111852904316038
V0142,administrative_appeal_prefecture,Contains administrative appeal to the Prefecture before payment resolution.,5.0,timely_payment,2.0,0.33481207489967346,0.0009881298756226897
V0143,administrative_appeal_prefecture,Involves administrative appeal to the Prefecture followed by payment actions.,10.0,judicial_appeal_judge,1.0,0.3862117528915405,0.00041855929885059595
V0144,judicial_appeal_judge,Includes an appeal to the Judge before final administrative appeal submission.,4.0,administrative_appeal_prefecture,1.0,0.45239195227622986,0.014345300383865833
V0145,administrative_appeal_prefecture,Contains administrative appeal to the Prefecture after an early payment attempt.,4.0,timely_payment,2.0,0.40749529004096985,0.014345300383865833
V0146,judicial_appeal_judge,Includes a judicial appeal to the Judge following prefecture appeal results.,4.0,timely_payment,2.0,0.33548203110694885,0.0018715179758146405
V0147,judicial_appeal_judge,Contains an appeal to the Judge followed by payment realizations.,13.0,administrative_appeal_prefecture,3.0,0.3570183515548706,0.0013579680817201734
V0148,judicial_appeal_judge,Includes an appeal to the Judge before payment fulfillment.,11.0,administrative_appeal_prefecture,1.0,0.33871519565582275,0.0002470270555932075
V0149,administrative_appeal_prefecture,Contains administrative appeal to the Prefecture followed by payments.,5.0,timely_payment,1.0,0.3552660644054413,0.0031400825828313828
V0150,timely_payment,Resolution achieved purely through timely fine payments without any appeals.,6.0,administrative_appeal_prefecture,3.0,0.038525037467479706,0.0010515599278733134
V0151,judicial_appeal_judge,"The narrative features an 'Appeal to Judge' activity, pointing to a judicial appeal process.",12.0,administrative_appeal_prefecture,2.0,0.3441239595413208,0.0021674446761608124
V0152,judicial_appeal_judge,"Contains an 'Appeal to Judge' activity leading to a result, realizing the judicial appeal category.",4.0,timely_payment,2.0,0.3348197937011719,0.031143391504883766
V0153,judicial_appeal_judge,The narrative contains an appeal to a judge before concluding with payments.,16.0,administrative_appeal_prefecture,6.0,0.33937135338783264,0.0004091657465323806
V0154,judicial_appeal_judge,An early appeal to the judge occurs before the fine is sent and subsequently paid.,7.0,timely_payment,1.0,0.018909014761447906,0.000651701120659709
V0155,timely_payment,The process resolves purely through fine payments with no appeal actions.,5.0,judicial_appeal_judge,1.0,0.02828497439622879,0.009463250637054443
V0156,administrative_appeal_prefecture,Involves administrative appeal actions directed to the Prefecture.,4.0,timely_payment,2.0,0.36172112822532654,0.016531167551875114
V0157,timely_payment,The case is resolved through a series of payments without any appeal interventions.,3.0,merged_closure,2.0,0.06826872378587723,0.0037710245233029127
V0158,judicial_appeal_judge,Features both prefecture appeal steps and an explicit appeal to the judge.,3.0,administrative_appeal_prefecture,1.0,0.3990209996700287,2.640567436174024e-05
V0159,administrative_appeal_prefecture,Involves inserting an appeal date to the Prefecture and receiving its result before payment.,1.0,timely_payment,1.0,0.004071613773703575,0.0
V0160,timely_payment,"Features multiple payments, culminating in credit collection without any appeal activity.",2.0,judicial_appeal_judge,2.0,0.3813084661960602,0.017183156684041023
V0161,administrative_appeal_prefecture,Contains Prefecture appeal steps and subsequent notification of the result.,4.0,timely_payment,1.0,0.3834470808506012,0.007792969699949026
V0162,judicial_appeal_judge,Includes an appeal to the judge alongside administrative appeal steps.,4.0,timely_payment,1.0,0.038823243230581284,7.92998071119655e-06
V0163,administrative_appeal_prefecture,"Centred around administrative appeal to the Prefecture, ending in credit collection.",2.0,judicial_appeal_judge,2.0,0.41285204887390137,0.0034023327752947807
V0164,administrative_appeal_prefecture,Involves sending an appeal to the Prefecture and receiving its result.,3.0,timely_payment,1.0,0.021369747817516327,0.0051088216714560986
V0165,judicial_appeal_judge,Includes an appeal to the judge following prefecture appeal procedures.,3.0,administrative_appeal_prefecture,2.0,0.3926597535610199,0.01035905908793211
V0166,judicial_appeal_judge,Involves both administrative prefecture appeal steps and a subsequent appeal to the judge.,4.0,administrative_appeal_prefecture,1.0,0.35614001750946045,0.0004796349676325917
V0167,judicial_appeal_judge,Contains an appeal to the judge within an administrative appeal trajectory.,3.0,administrative_appeal_prefecture,1.0,0.3767087459564209,0.0006101335748098791
V0168,administrative_appeal_prefecture,Involves administrative appeal registration and sending the appeal to the Prefecture.,3.0,timely_payment,2.0,0.35927316546440125,0.018979119136929512
V0169,timely_payment,Resolved via payments with no appeal actions taken.,3.0,merged_closure,2.0,0.37390080094337463,0.013797324150800705
V0170,judicial_appeal_judge,Features an appeal to the judge followed by payments and credit collection.,4.0,merged_closure,1.0,0.7112573981285095,0.011315968818962574
V0171,administrative_appeal_prefecture,Follows the administrative appeal path involving the Prefecture.,3.0,judicial_appeal_judge,1.0,0.34613847732543945,0.001882934127934277
V0172,judicial_appeal_judge,Combines a Prefecture administrative appeal with a subsequent appeal to the judge.,3.0,administrative_appeal_prefecture,1.0,0.00045500797568820417,0.004119252320379019
V0173,timely_payment,Involves payment actions without any appeal processes.,4.0,judicial_appeal_judge,2.0,0.38717567920684814,0.011315968818962574
V0174,timely_payment,Consists solely of payment steps and fine notifications.,3.0,administrative_appeal_prefecture,2.0,0.017462966963648796,0.001270742155611515
V0175,judicial_appeal_judge,Involves an appeal to the judge integrated within a prefecture appeal process.,3.0,administrative_appeal_prefecture,1.0,0.374673992395401,0.0007117166533134878
V0176,administrative_appeal_prefecture,"The narrative involves administrative appeal steps directed to the Prefecture, realizing the administrative_appeal_prefecture category.",4.0,judicial_appeal_judge,2.0,0.42962515354156494,5.277184027363546e-05
V0177,administrative_appeal_prefecture,The process includes sending and receiving results from administrative appeals to the Prefecture.,5.0,judicial_appeal_judge,1.0,0.42954596877098083,2.640567436174024e-05
V0178,administrative_appeal_prefecture,The process centers around the administrative appeal path to the Prefecture and notifying the result.,1.0,judicial_appeal_judge,2.0,0.34554722905158997,0.0006101335748098791
V0179,administrative_appeal_prefecture,The workflow follows the administrative appeal to the Prefecture concluding with the notification of the result.,2.0,judicial_appeal_judge,1.0,0.33815324306488037,0.0002963865699712187
V0180,timely_payment,"Although an administrative appeal path was initiated, the case ultimately resolves via payment realization.",4.0,administrative_appeal_prefecture,2.0,0.004704320803284645,0.001622671727091074
V0181,timely_payment,The case concludes with payment realization after undergoing initial administrative processing.,2.0,administrative_appeal_prefecture,1.0,0.0034099090844392776,0.002594927093014121
V0182,administrative_appeal_prefecture,The narrative follows the administrative appeal to the Prefecture before ending in credit collection.,3.0,judicial_appeal_judge,3.0,0.38105544447898865,0.010184632614254951
V0183,timely_payment,The case involves a judicial appeal path but ultimately resolves through payment realization.,3.0,administrative_appeal_prefecture,1.0,0.04737531766295433,0.0031226808205246925
V0184,timely_payment,The process features an appeal to the judge followed by payment realization.,1.0,judicial_appeal_judge,1.0,0.04031642526388168,0.0021596821025013924
V0185,judicial_appeal_judge,"The case concludes with an appeal to the judge, realizing the judicial_appeal_judge category.",2.0,administrative_appeal_prefecture,1.0,0.3630836308002472,0.33413437008857727
V0186,timely_payment,The case proceeds through administrative steps and concludes via payment realization.,3.0,administrative_appeal_prefecture,1.0,0.020844807848334312,0.0018715179758146405
