scope,scope_kind,category_name,element_id,element_type,element_name,satisfaction,is_measured_seed
delinquent_payment,category,Delinquent Payment,18,Task,Notify Result Appeal to Offender,0,False
delinquent_payment,category,Delinquent Payment,20,Task,Resolve via coercive credit collection,0,False
delinquent_payment,category,Delinquent Payment,21,Softgoal,Minimize administrative & enforcement cost,-48,False
delinquent_payment,category,Delinquent Payment,22,Softgoal,Maximize timely fine revenue,-48,False
delinquent_payment,category,Delinquent Payment,23,Softgoal,Preserve offender's due-process rights,0,False
delinquent_payment,category,Delinquent Payment,112,Indicator,Time to fine dispatch (days),0,True
delinquent_payment,category,Delinquent Payment,113,Indicator,"Time to appeal filing, Prefecture (days)",100,True
delinquent_payment,category,Delinquent Payment,175,Indicator,"Time to appeal filing, Judge (days)",-100,True
delinquent_payment,category,Delinquent Payment,114,Indicator,Average time to case closure (days),-97,True
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,2,Goal,"Every issued fine reaches a lawful, documented closure",0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,3,Goal,Fine is issued and formally communicated,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,4,Goal,Fine case is resolved,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,5,Goal,Fine becomes enforceable and is resolved,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,6,Goal,Enforced case is closed,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,7,Goal,Contested appeal is resolved,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,8,Task,Create Fine,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,9,Task,Send Fine,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,10,Task,Insert Fine Notification,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,11,Task,Add Penalty,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,12,Task,Resolve via timely payment,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,13,Task,Resolve via delinquent payment,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,14,Task,Resolve via administrative appeal to the Prefecture,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,15,Task,Insert Date Appeal to Prefecture,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,16,Task,Send Appeal to Prefecture,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,17,Task,Receive Result Appeal from Prefecture,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,18,Task,Notify Result Appeal to Offender,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,20,Task,Resolve via coercive credit collection,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,21,Softgoal,Minimize administrative & enforcement cost,-40,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,22,Softgoal,Maximize timely fine revenue,-40,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,23,Softgoal,Preserve offender's due-process rights,0,False
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,112,Indicator,Time to fine dispatch (days),0,True
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,113,Indicator,"Time to appeal filing, Prefecture (days)",100,True
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,175,Indicator,"Time to appeal filing, Judge (days)",-100,True
administrative_appeal_prefecture,category,Administrative Appeal to the Prefecture,114,Indicator,Average time to case closure (days),-79,True
